,0,1,2,3,4,5,6,7,8,9
1,0.5130257146717043,0.596894296528132,0.5723179588105664,0.6316382130790164,0.3609291237726558,0.246957992746158,0.4184743028120404,0.3020973556545355,0.5681912185280843,
2,0.7408672016389003,0.6200502887909021,0.47739676068116554,0.5816539515257422,0.5455597256234822,0.3924660727043125,0.6799148688550215,0.3839407568883639,0.763887616648458,0.25439798777675
3,0.7560294066732066,0.5209168084821612,0.6035113752801505,0.7340671450097485,0.7346453183895073,0.6250773660154735,0.6593486250926148,0.7268422169915092,0.7335321515377203,0.6506981911651385
4,0.7003677890383929,0.6619865817139239,0.6620272453533587,0.6708315945172958,0.5871252563879086,0.8545231879850044,0.8298421573032442,0.5686142331985732,0.7728180289760078,0.7117258686843597
5,0.7778313525687549,0.7995383754990009,0.7122165982886239,0.6984244299287425,0.8330946057119909,0.8262062853077772,0.7173298352979214,0.6966972740640904,0.7684511940538425,0.826053409655663
6,0.7164339080500796,0.8037896221652651,0.7934565426343745,0.7965569837486786,0.8604374794146256,0.8098861713778119,0.8011862572821941,0.6389726815463451,0.8336605542265948,0.8447600969417524
7,0.8717148997332899,0.7145840646356691,0.7737446205494641,0.7958241910113388,0.7853108313685939,0.7662397792077303,0.7259677477630851,0.8299927968253162,0.8695382384785966,0.7074414602895309
8,0.8563457413014134,0.829889966082707,0.7516043131870316,0.8153059367900318,0.8422383126323526,0.8695842351162865,0.7462521934736563,0.8623530618508551,0.902624603382482,0.8692193207657329
9,0.8039551491142456,0.8587890333817563,0.7876723697200168,0.9043015966907166,0.8014471265162404,0.8320272797627459,0.8426563105697547,0.7771764338828051,0.9245804117043327,0.8215438888339833
10,0.8623163530433584,0.8058637725864733,0.8727573005967679,0.8062639086771533,0.8903850138695085,0.802395041576826,0.8362082596568692,0.7707793989908253,0.8766397498666281,0.849219825644314
11,0.8616989713638256,0.8508430594446913,0.8543226188668501,0.896046681800493,0.8871445691428685,0.9085576613474401,0.8520247445091805,0.8177088521602486,0.8868108906672175,0.9164440083191873
